name,url,location,contact,email,phone,address,dataexchange_id
City of Alexandria (Atrans),http://www.cityofalexandriala.com/,"Alexandria, LA",Mr. T W Thompson (Chief Administrative Officer),TW.Thompson@cityofalex.com,(318)441-6010,"
2021 Industrial Park Road
Alexandria, LA 71309"
Capital Area Transit System (CATS),http://www.brcats.com/,"Baton Rouge, LA",Mr. John Denman (CEO),johnd@brcats.com,(225)389-8927,"
2250 Florida Boulevard
Baton Rouge, LA 70802"
Jefferson Parish Department of Transit Administration (Jet),http://www.jeffersontransit.org/,"Gretna, LA",Mr. Ryan Brown (Transit Director),RDBrown@jeffparish.net,(504)364-3450,"
21 Westbank Expressway
Gretna, LA 70053"
Terrebonne Parish Consolidated Government (Good Earth Transit),http://www.tpcg.org/,"Houma, LA",Mr. Wendell Voisin (Public Transit Administrator),wvoisin@tpcg.org,(985)850-4616,"
1 McCord Rd.
Houma, LA 70361"
Lafayette Transit System (LTS),http://www.lafayettela.gov/,"Lafayette, LA","Mr. Tony Tramel, P.E. (Director of Traffic & Transportation)",ttramel@lafayettegov.com,(337)291-8546,"
100 Lee Avenue
Lafayette, LA 70502"
City of Monroe Transit System (MTS),http://www.mtsbus.org/,"Monroe, LA",Mr. James Mayo (Mayor),james.mayo@ci.monroe.la.us,(318)329-2310,"
700 Washington Street
Monroe, LA 71201"
Crescent City Connection Division - Louisiana Department of Transportation (CCCD),http://www.dotd.state.la.us/operations/cccd/home.asp,"New Orleans, LA",Ms. Peggy Olivier (Acting Executive Director),peggy.olivier@la.gov,(504)376-8101,"
2001 Mardi Gras Boulevard
New Orleans, LA 70174"
New Orleans Regional Transit Authority (NORTA),http://www.norta.com/,"New Orleans, LA","Mr. Justin Augustine, III (Chief Executive Officer)",justin.augustine@veoliatransportation.com,(504)827-8302,"
2817 Canal Street
New Orleans, LA 70119"
Shreveport Area Transit System (SporTran),http://www.sportran.org/,"Shreveport, LA",Mr. Eugene Eddy (Resident Manager),gene.eddy@ci.shreveport.la.us,(318)673-7400,"
1115 Jack Wells Boulevard
Shreveport, LA 71107"
ABQ Ride (ABQ Ride),http://www.cabq.gov/,"Albuquerque, NM",Mr. Greg Payne (Transit Director),gpayne@cabq.gov,(505)724-3100,"
100 First Street SW
Albuquerque, NM 87102"
Las Cruces Area Transit (RoadRUNNER Transit),http://www.las-cruces.org/public-services/roadrunner/index.shtm,"Las Cruces, NM",Mr. Michael Bartholomew (Transit Administrator),mbartholomew@las-cruces.org,(575)541-2537,"
City of Las Cruces PO Box 20000
Las Cruces, NM 88004"
Santa Fe Trails - City of Santa Fe (SFT),http://www.santafenm.gov/,"Santa Fe, NM",Mr. Jon Bulthuis (Transit Division Director),jrbulthuis@santafenm.gov,(505)955-2006,"
2931 Rufina Street
Santa Fe, NM 87507"
Cleveland Area Rapid Transit (CART),http://cart.ou.edu/,"Norman, OK",Ms. Theta Dempsey (CEO),tdempsey@ou.edu,(405)325-2046,"
731 Elm Avenue Robertson Hall 318
Norman, OK 73019"
The Lawton Area Transit System (LATS),http://www.ridelats.com/,"Lawton, OK",Mr. John Purcell (Mayor),jpurcell44@sbcglobal.net,(580)581-3301,"
609 Southwest Bishop Road
Lawton, OK 73502"
Central Oklahoma Transportation and Parking Authority (COTPA),http://www.gometro.org/,"Oklahoma City, OK",Mr. Rick Cain (Administrator),rick.cain@okc.gov,(405)297-3492,"
300 Southwest 7th Street
Oklahoma City, OK 73109"
Metropolitan Tulsa Transit Authority (MTTA),http://www.tulsatransit.org/,"Tulsa, OK",Mr. William Cartwright (General Manager),bcartwright@tulsatransit.org,(918)560-5603,"
510 South Rockford
Tulsa, OK 74120"
Abilene Transit System (CityLink),http://www.abilenetx.com/citylink/,"Abilene, TX",Mr. Brad Patrick (General Manager),brad.patrick@abilenetx.com,(325)676-6403,"
1189 South 2nd Street
Abilene, TX 79602"
Amarillo City Transit (ACT),http://www.ci.amarillo.tx.us/,"Amarillo, TX",Mr. Alan Taylor (City Manager),alan.taylor@ci.amarillo.tx.us,(806)378-3011,"
801 East 23rd
Amarillo, TX 79105"
Handitran Special Transit Division - City of Arlington (Handitran),http://www.handitran.com/,"Arlington, TX",Mr. Robert Johnson (Transit Manager),bob.johnson@arlingtontx.gov,(817)459-6420,"
1101 West Main Street
Arlington, TX 76004"
"Dallas - VPSI, Inc.",http://www.vpsiinc.com/,"Arlington, TX",Mr. Jeffrey Henning (President and CEO),jeff.henning@vpsiinc.com,(248)597-3500,"
624 Six Flags Drive Suite 220
Arlington, TX 76011"
Beaumont Municipal Transit System (BMT),http://www.beaumonttransit.com/,"Beaumont, TX",Mr. Kyle Hayes (City Manager),bmunson@beaumonttransit.com,(409)835-7895,"
550 Milam Street
Beaumont, TX 77701"
City of Brownsville - Brownsville Urban System (BUS),http://bus.cob.us/,"Brownsville, TX",Mr. Charlie Cabler (City Manager),charlie@cob.us,(956)548-6005,"
700 Jose Colunga, Jr., Street
Brownsville, TX 78521"
Brazos Transit District (The District),http://www.btd.org/,"Bryan, TX",Mr. John McBeth (President/CEO),john@btd.org,(979)778-0607,"
1759 North Earl Rudder Freeway
Bryan, TX 77803"
Corpus Christi Regional Transportation Authority (The B),http://www.ccrta.org/,"Corpus Christi, TX",Mr. Eduardo Carrion (Chief Executive Officer),ecarrion@ccrta.org,(361)289-2712,"
5658 Bear Lane
Corpus Christi, TX 78405"
Mass Transit Department - City of El Paso (Sun Metro),http://www.elpasotexas.gov/,"El Paso, TX",Mr. Jay Banasiak (Director),banasiakj1@elpasotexas.gov,(915)534-5811,"
700 A San Francisco Street
El Paso, TX 79901"
Fort Worth Transportation Authority (The T),http://www.the-t.com/,"Fort Worth, TX",Mr. Richard Ruddell (President/Executive Director ),rthornto@the-t.com,(817)215-8704,"
1600 East Lancaster
Fort Worth, TX 76102"
Island Transit (I T),http://www.islandtransit.net/,"Galveston, TX",Mr. Michael Worthy ( Director of Transportation),worthymic@cityofgalveston.org,(409)797-3900,"
3115 Market Street
Galveston, TX 77550"
City of Grand Prairie Transportation Services Department (Grand Connection),http://www.gptx.org/,"Grand Prairie, TX",Mr. Tom Hart (City Manager),thart@gptx.org,(972)237-8010,"
206 West Church Street
Grand Prairie, TX 75050"
"Laredo Transit Management, Inc. (El Metro)",http://www.ci.laredo.tx.us/,"Laredo, TX",Mr. Feliciano Garcia (General Manager),fgarcia1@ci.laredo.tx.us,(956)795-2288 Ext:234,"
1301 Farragut Street 3rd Floor, West
Laredo, TX 78040"
Denton County Transportation Authority (DCTA),http://www.dcta.net/,"Lewisville, TX",Mr. Jim Witt (Interim President/CEO),jwitt@dcta.net,(972)221-4600 Ext:107,"
1660 S. Stemmons Suite 250
Lewisville, TX 75067"
Longview Transit (LTMI),http://www.longviewtransit.com/,"Longview, TX",Mr. Matthew Penney (General Manager),mpenney@longviewtransit.com,(903)753-2287 Ext:13,"
908 Pacific Ave Suite 200
Longview, TX 75605"
"City Transit Management Company, Inc. (Citibus)",http://www.citibus.com/,"Lubbock, TX",Mr. John Wilson (General Manager),jwilson@citibus.com,(806)712-2001,"
801 Texas Ave
Lubbock, TX 79457"
Lower Rio Grande Valley Development Council (LRGVDC),http://www.lrgvdc.org/,"McAllen, TX","Mr. Kenneth Jones, Jr. (Executive Director)",knjones@lrgvdc.org,(956)682-3481 Ext:101,"
311 North 15th Street
McAllen, TX 78501"
City of Mesquite (MTED),http://www.cityofmesquite.com/,"Mesquite, TX",Mr. Ted Barron (City Manager),tbarron@ci.mesquite.tx.us,(972)216-6404,"
1515 N. Galloway Ave.
Mesquite, TX 75185"
Midland-Odessa Urban Transit District (EZ RIDER),http://www.ez-rider.org/,"Odessa, TX",Mr. Edward Esparza (General Manager),eesparza@ez-rider.org,432-561-8051,"
8007 East Highway 80
Odessa, TX 79765"
Port Arthur Transit (PAT),http://www.portarthur.net/,"Port Arthur, TX",Mr. Thomas Kestranek (Transit Manager),tomk@portarthur.net,(409)983-8767,"
320 Dallas Avenue
Port Arthur, TX 77641"
Concho Valley Transit District (CVTD),http://www.cvcog.org/,"San Angelo, TX",Mr. Robert Stephens (Director of Transportation),rob@cvcog.org,(325)944-9666 Ext:280,"
2801 W Loop 306 Suite A
San Angelo, TX 76904"
VIA Metropolitan Transit (VIA),http://www.viainfo.net/,"San Antonio, TX",Mr. Keith Parker (President/CEO),keith.parker@viainfo.net,(210)362-2050,"
800 West Myrtle
San Antonio, TX 78212"
Hill Country Transit District (The Hop),http://www.takethehop.com/,"San Saba, TX",Ms. Tama Shaw (Executive Director),cwarlick@takethehop.com,(325)372-4677,"
2905 West Wallace Street
San Saba, TX 76877"
"Texoma Area Paratransit System, Inc (TAPS)",http://www.tapsbus.com/,"Sherman, TX",Mr. Brad Underwood (Chairman Board Of Directors),bradunderwood@tapsbus.com,(903)893-4601 Ext:101,"
6104 Texoma Parkway
Sherman, TX 75090"
Fort Bend County Public Transportation (Fort Bend Transit),http://www.fortbendcountygov.com/,"Sugar Land, TX",Ms. Paulette Shelton (Transportation Director),sheltonp@co.fort-bend.tx.us,(281)633-7433,"
12550 Emily Court Suite 400
Sugar Land, TX 77478"
The Gulf Coast Center (Connect Transit),http://www.gcmhmr.com/,"Texas City, TX",Mr. George Winburn (Executive Director),mikew@gcmhmr.com,(409)763-2373,"
4352 E. F. Lowry Expressway
Texas City, TX 77591"
Golden Crescent Regional Planning Commission (VICTORIA TRANSIT),http://www.victoriatransit.org/,"Victoria, TX",Mr. Joe Brannan (Executive Director),jbrannan@gcrpc.org,(361)578-1587 Ext:208,"
568 Big Bend Drive
Victoria, TX 77904"
"Waco Transit System, Inc. (WTS)",http://www.waco-texas.com/,"Waco, TX",Mr. John Hendrickson (General Manager),johnhe@ci.waco.tx.us,(254)750-1900,"
301 South 8th Street, Suite 100
Waco, TX 76701"
Ames Transit Agency (CyRide),http://www.cyride.com/,"Ames, IA",Ms. Sheri Kyras (Director of Transit),skyras@cyride.com,(515)239-5566,"
1700 University Blvd.
Ames, IA 50010"
Bettendorf Transit System (BT),http://www.bettendorf.org/department/?fDD=22-0,"Bettendorf, IA",Mr. Decker Ploehn (City Administrator),dploehn@bettendorf.org,(563)344-4000,"
1609 State Street
Bettendorf, IA 52722"
Cedar Rapids Transit (CRT),http://www.cedar-rapids.org/transit/,"Cedar Rapids, IA",Mr. Brad DeBrower (Transit Manager),b.debrower@cedar-rapids.org,(319)286-5560,"
427 8th St NW
Cedar Rapids, IA 52405"
Coralville Transit System (CTS),http://www.coralville.org/,"Coralville, IA",Mr. Kent Ralston (Assistant Transportation Planner),kent-ralston@iowa-city.org,(319)356-5253,"
1512 7th St.
Coralville, IA 52241"
Davenport Public Transit (CITIBUS),http://www.cityofdavenportiowa.com/,"Davenport, IA",Mr. Michael Clark (Public Works Director),mclarke@ci.davenport.ia.us,(563)326-7734,"
226 West Fourth Street
Davenport, IA 52801"
Des Moines Area Regional Transit Authority (DART),http://www.ridedart.com/,"Des Moines, IA",Mr. Bradford Miller (General Manager),bmiller@ridedart.com,(515)283-8111,"
1100 DART Way
Des Moines, IA 50309"
City of Dubuque (KeyLine),http://www.dbq.com/,"Dubuque, IA",Mr. Jon Rodocker (Transit Manager),jrodocke@cityofdubuque.org,(563)589-4196,"
2401 Central Avenue
Dubuque, IA 52001"
Iowa City Transit (ICT),http://www.icgov.org/,"Iowa City, IA",Mr. Kent Ralston (Assistant Transportation Planner),kent-ralston@iowa-city.org,(319)356-5253,"
410 East Washington Street
Iowa City, IA 52240"
University of Iowa (Cambus),http://www.uiowa.edu/~cambus/,"Iowa City, IA",Mr. Kent Ralston (Assistant Transportation Planner),kent-ralston@iowa-city.org,(319)356-5253,"
100 Cambus Office
Iowa City, IA 52242"
Sioux City Transit System (SCTS),http://www.sioux-city.org/dept/index.asp?deptnum=22,"Sioux City, IA",Mr. Curtis Miller (Airport / Purch / Fleet / Transit Director),cmiller@sioux-city.org,(712)279-6405,"
2505 Fourth Street
Sioux City, IA 51102"
Metropolitan Transit Authority of Black Hawk County (MET Transit),http://www.mettransit.org/,"Waterloo, IA",Mr. Mark Little (General Manager),m.little@mettransit.org,(319)234-5714 Ext:101,"
1515 Black Hawk Street
Waterloo, IA 50702"
City of Lawrence - Lawrence Transit System,http://www.lawrencetransit.org/,"Lawrence, KS",Mr. David Corliss (City Manager),dcorliss@ci.lawrence.ks.us,(785)832-3400,"
933 New Hampshire Street
Lawrence, KS 66044"
Parking & Transit Department (KU),http://www.parkandride.ku.edu/,"Lawrence, KS",Ms. Donna Hultine (Director),dhultine@ku.edu,785-864-7275,"
University of Kansas 1501 Irving Hill Road
Lawrence, KS 66045"
"Johnson County Kansas, aka: Johnson County Transit (The JO)",http://www.thejo.com/,"Olathe, KS",Ms. Alice Amrein (Director of Transportation),alice.amrein@jocogov.org,(913)782-2210,"
1701 West 56 Highway
Olathe, KS 66061"
Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),http://www.topekatransit.com/,"Topeka, KS",Ms. Janlyn Nesbett-Tucker (CEO/GM),cfalldine@topekatransit.com,(785)233-2011 Ext:101,"
201 North Kansas Avenue
Topeka, KS 66603"
Wichita Transit (WT),http://www.wichita.gov/,"Wichita, KS",Mr. Michael Vinson (Director of Transit),mvinson@wichita.gov,(316)325-4805,"
777 East Waterman
Wichita, KS 67202"
Columbia Transit (CT),http://www.gocolumbiamo.com/PublicWorks/Transportation,"Columbia, MO",Mr. H. Watkins (City Manager),WHW@gocolumbiamo.com,(573)874-6338,"
701 East Broadway
Columbia, MO 65205"
City of Jefferson (JEFFTRAN),http://www.jeffcitymo.org/transit,"Jefferson City, MO",Mr. Steve Rasmussen (City Administrator ),rturner@jeffcitymo.org,(573)634-6306,"
320 East McCarty Street
Jefferson City, MO 65101"
City Utilities of Springfield (The Bus),http://www.cityutilities.net/,"Springfield, MO",Mr. John Twitty (General Manager),john.twitty@cityutilities.net,(417)831-8600,"
Transit Services 1505 North Boonville Avenue
Springfield, MO 65803"
Missouri State University (SMSU),http://www.missouristate.edu/,"Springfield, MO",Mr. Gary Snavely (Director of Safety and Transp.),jgs979t@missouristate.edu,(417)836-4441,"
901 South National Avenue
Springfield, MO 65804"
St. Joseph Transit (The Ride),http://www.stjoemo.info/publicworks/transit.cfm,"St. Joseph, MO",Mr. Vince Capell (City Manager),vcapell@ci.st-joseph.mo.us,(816)271-4610,"
702 South 5th Street
St. Joseph, MO 64501"
Bi-State Development Agency (METRO),http://www.metrostlouis.org/,"St. Louis, MO",Mr. Robert Baer (President and CEO),rbaer@metrostlouis.org,(314)982-1400 Ext:1588,"
707 North First Street
St. Louis, MO 63102"
StarTran,http://www.lincoln.ne.gov/,"Lincoln, NE",Mr. Larry Worth (Transit Manager),lworth@lincoln.ne.gov,(402)441-8600,"
710 J Street
Lincoln, NE 68508"
Transit Authority of Omaha (MAT),http://www.metroareatransit.com/,"Omaha, NE",Mr. Curt Simon (Executive Director),csimon@omamat.org,(402)341-7560 Ext:2100,"
2222 Cuming Street
Omaha, NE 68102"
Mountain Metropolitan Transit (MMT),http://www.springsgov.com/,"Colorado Springs, CO",Ms. Sherre Ritenour (Transit Services Manager),sritenour@springsgov.com,(719)385-5429,"
1015 Transit Drive
Colorado Springs, CO 80903"
Transfort,http://www.fcgov.com/transfort,"Fort Collins, CO",Ms. Marlys Sittner (Transfort/Dial-A-Ride General Mgr.),msittner@fcgov.com,(970)416-2113,"
6570 Portner Road
Fort Collins, CO 80525"
Mesa County (GVT),http://www.mesacounty.us/,"Grand Junction, CO","Mr. Tom Fisher (Director, Mesa County Regional Services )",tom.fisher@mesacounty.us,(970)244-1788,"
525 S. 6th Street 2nd Floor
Grand Junction, CO 81502"
City of Greeley - Transit Services (GET),http://www.greeleyevanstransit.com/,"Greeley, CO",Mr. Joel Hemesath (Director of Public Works ),joel.hemesath@greeleygov.com,(970)350-9795,"
1200 A Street
Greeley, CO 80631"
City of Loveland Transit (COLT),http://www.cityofloveland.org/,"Loveland, CO",Mr. Keith Reester (Director of Public Works),reestk@ci.loveland.co.us,(970)962-2520,"
410 East 5th Street
Loveland, CO 80537"
Pueblo Transit System (PT),http://www.pueblo.us/,"Pueblo, CO",Mr. Mickey Beyer (Interim Director of Public Works),mbeyer@pueblo.us,(719)553-2272,"
350 South Grand Avenue
Pueblo, CO 81003"
Billings Metropolitan Transit (Billings MET Transit ),http://www.mettransit.com/,"Billings, MT",Mr. Thomas Binford (Director-Aviation and Transit),binfordt@ci.billings.mt.us,(406)657-8493,"
1705 Monad Road
Billings, MT 59103"
Great Falls Transit District (GFTD),http://www.gftransit.com/,"Great Falls, MT",Mr. James Helgeson (General Manager),gm@gftransit.com,(406)727-0382 Ext:303,"
3905 North Star Boulevard
Great Falls, MT 59403"
Bis-Man Transit Board (CAT),http://www.bismantransit.com/,"Bismarck, ND",Ms. Robin Werre (Executive Director),robinw.bisman@midconetwork.com,(701)258-6817,"
3750 East Rosser Avenue
Bismarck, ND 58501"
Fargo Metropolitan Area Transit (MAT),http://www.ci.fargo.nd.us/,"Fargo, ND",Mr. Jim Gilmour (Planning Director),JRGilmour@ci.fargo.nd.us,(701)241-1476,"
502 Northern Pacific Avenue
Fargo, ND 58102"
Cities Area Transit (CAT),http://www.grandforksgov.com/bus,"Grand Forks, ND",Mr. Dale Bergman (Transportation Superintendent),dbergman@grandforksgov.com,(701)746-2590,"
867 South 48th Street
Grand Forks, ND 58206"
Rapid Transit System,http://www.rcgov.org/,"Rapid City, SD",Mr. Alan Hanks (Mayor),alan.hanks@rcgov.org,(605)394-4110,"
333 Sixth Street
Rapid City, SD 57701"
Su Tran LLC dba: Sioux Falls Transit,http://www.siouxfalls.org/,"Sioux Falls, SD",Hon David Munson (Mayor),dmunson@siouxfalls.org,(605)367-8800,"
500 East Sixth Street
Sioux Falls, SD 57103"
"City of Logan, dba: The Logan Transit District (LTD)",http://www.ltdbus.org/,"Logan, UT",Mr. Todd Beutler (Transit Manager),tbeutler@cvtdbus.org,(435)713-6968,"
754 West 600 North
Logan, UT 84321"
Cache Valley Transit District (CVTD),http://www.cvtdbus.org/,"Logan, UT",Mr. Curtis Roberts (Finance Director),croberts@cvtdbus.org,(435)713-6963,"
754 West 600 North
Logan, UT 84321"
City of Casper,http://www.casperareatransportation.com/,"Casper, WY",Ms. April Getchius (Director),agetchius@cityofcasperwy.com,(307)235-8241,"
200 N David
Casper, WY 82601"
The City of Cheyenne Transit Program (CTP),http://www.cheyennecity.org/index.asp?nid=252,"Cheyenne, WY",Mr. Joseph Dougherty (Transit Director),rjording@cheyennecity.org,(307)637-6383,"
322 West Lincolnway
Cheyenne, WY 82001"
Coconino County Transportation Services (Mountain Line/Lift),http://www.naipta.az.gov/,"Flagstaff, AZ",Mr. Jeff Meilbeck (General Manager),jmeilbeck@naipta.az.gov,(928)679-8900,"
2300 South Huffer Lane
Flagstaff, AZ 86001"
City of Glendale Transit,http://www.glendaleaz.com/,"Glendale, AZ",Mr. Jamsheed Mehta (Transportation Director),jmehta@glendaleaz.com,(623)930-2940,"
6210 West Myrtle Avenue Building S
Glendale, AZ 85301"
"Phoenix - VPSI, Inc.",http://www.vpsiinc.com/,"Glendale, AZ",Mr. Jeffrey Henning (President and CEO),jeff.henning@vpsiinc.com,(248)597-3500,"
4494 W. Peoria Ave. #105
Glendale, AZ 85302"
Peoria Transit,http://www.peoriaaz.gov/,"Peoria, AZ",Mr. Randy Roberts (Transit Manager),randy.roberts@peoriaaz.gov,(623)773-7461,"
8401 West Monroe Avenue
Peoria, AZ 85345"
City of Phoenix Public Transit Department dba Valley Metro (Valley Metro),http://www.valleymetro.org/,"Phoenix, AZ",Ms. Debbie Cotton (Public Transit Director),debbie.cotton@phoenix.gov,(602)534-6765,"
302 North First Avenue Suite 900
Phoenix, AZ 85003"
Maricopa County Special Transportation Services (MCHSD),http://www.hsd.maricopa.gov/,"Phoenix, AZ",Ms. Trish Georgeff (Director),georgefft@mail.maricopa.gov,(602)506-0066,"
Maricopa County Human Services Department 234 North Central Avenue
Phoenix, AZ 85004"
"Regional Public Transportation Authority, dba: Valley Metro (RPTA)",http://www.valleymetro.org/,"Phoenix, AZ",Mr. David Boggs (Executive Director),mtaylor@valleymetro.org,(602)262-7433,"
302 North First Avenue Number 700
Phoenix, AZ 85003"
City of Scottsdale - Scottsdale Trolley (COS),http://www.scottsdaleaz.gov/,"Scottsdale, AZ",Ms. Madeline Clemann (Transit Manager),mclemann@scottsdaleaz.gov,(480)312-2732,"
7447 East Indian School Road Suite 205
Scottsdale, AZ 85251"
"Sun Cities Area Transit System, Inc. (SCAT)",http://www.scatdialaride.org/,"Sun City, AZ","Mr. Tom Perfico (President, Board of Directors)",tperfico@scatdialaride.net,(623)977-8363,"
Sun City, AZ 85372"
Surprise Dial-A-Ride Transit System,http://www.surpriseaz.com/,"Surprise, AZ","Dr. Robert Maki (Director, Transportation Dept.)",robert.maki@surpriseaz.com,(623)222-1720,"
15832 North Hollyhock Street
Surprise, AZ 85374"
City of Tempe Transit Division - dba Valley Metro (TIM - Tempe in Motion),http://www.tempe.gov/tim,"Tempe, AZ",Mr. Carlos de Leon (Deputy Public Works Manager),Carlos_deleon@Tempe.gov,(480)350-8527,"
200 E. 5th Street
Tempe, AZ 85280"
City of Tucson (COT),http://www.ci.tucson.az.us/,"Tucson , AZ",Mr. Jim Glock (Director),Jim.Glock@tucsonaz.gov,(520)837-6692,"
149 N Stone Ave - 2nd Floor
Tucson , AZ 85726"
Yuma Metropolitan Planning Organization (YMPO),http://ympo.org/,"Yuma, AZ",Ms. Charlene FitzGerald (Executive Director),cfitzgerald@ympo.org,(928)783-8911,"
502 South Orange Avenue
Yuma, AZ 85364"
City of Alameda Ferry Services,http://www.ci.alameda.ca.us/,"Alameda, CA",Ms. Ann Gallant (Interim City Manager),epsanche@ci.alameda.ca.us,(510)748-4505,"
c/o: City of Alameda 2263 Santa Clara Avenue
Alameda, CA 94501"
Anaheim Transportation Network (ATN),http://www.rideart.org/,"Anaheim, CA",Ms. Diana Kotler (Executive Director),dkotler@atnetwork.org,714-563-5287,"
1280 South Anaheim Blvd
Anaheim, CA 92805"
The Eastern Contra Costa Transit Authority (Tri Delta Transit),http://www.trideltatransit.com/,"Antioch, CA",Ms. Jeanne Krieg (CEO),jkrieg@eccta.org,(925)754-6622 Ext:224,"
801 Wilbur Avenue
Antioch, CA 94509"
City of Arcadia Transit (Arcadia Transit),http://www.ci.arcadia.ca.us/,"Arcadia, CA",Mr. Donald Penman (City Manager),dpenman@ci.arcadia.ca.us,(626)574-5401,"
240 West Huntington Drive
Arcadia, CA 91066"
Placer County Department of Public Works (PCDPW),http://www.placer.ca.gov/,"Auburn, CA",Mr. Ken Grehm (Director of Public Works),kgrehm@placer.ca.gov,(530)745-7591,"
3091 County Center Dr Suite 220
Auburn, CA 95603"
Golden Empire Transit District (GET),http://www.getbus.org/,"Bakersfield, CA",Mrs. Karen King (Chief Executive Officer),kking@getbus.org,(661)324-9874,"
1830 Golden State Avenue
Bakersfield, CA 93301"
City of Benicia (Benicia Breeze),http://www.ci.benicia.ca.us/,"Benicia, CA",Ms. Melissa Bryan (Transit Services Manager),melissa.bryan@ci.benicia.ca.us,(707)746-4300,"
250 East L Street
Benicia, CA 94510"
Camarillo Area Transit (CAT),http://www.ci.camarillo.ca.us/,"Camarillo, CA",Mr. Jerry Bankston (City Manager),citymanager@ci.camarillo.ca.us,(805)388-5307,"
c/o: City of Camarillo
Camarillo, CA 93011"
Butte County Association of Governments (BCAG),http://www.bcag.org/,"Chico, CA",Mr. Jon Clark (Executive Director),jonclark@bcag.org,(530)879-2468 Ext:205,"
2580 Sierra Sunrise Terrace Suite 100
Chico, CA 95928"
City of Commerce Municipal Buslines (CBL),http://ci.commerce.ca.us/,"Commerce, CA",Mr. Jorge Rifa (City Administrator),jorger@ci.commerce.ca.us,(323)722-4805 Ext:2215,"
2535 Commerce Way
Commerce, CA 90040"
Central Contra Costa Transit Authority (County Connection),http://www.cccta.org/,"Concord, CA",Mr. Rick Ramacier (General Manager),ramacier@cccta.org,(925)680-2050,"
2477 Arnold Industrial Way
Concord, CA 94520"
City of Corona (CCTS),http://www.coronatransit.com/,"Corona, CA",Mr. Kip Field (Public Works Director),brianc@ci.corona.ca.us,(951)736-2236,"
400 South Vicentia Avenue
Corona, CA 92882"
Culver City Municipal Bus Lines (Culver CityBus),http://www.culvercity.org/,"Culver City, CA",Mr. Art Ida (Transportation Director ),art.ida@culvercity.org,(310)253-6545,"
4343 Duquesne Avenue
Culver City, CA 90232"
Imperial Valley Transit (IVT),http://www.ivtransit.com/,"El Centro, CA",Mr. Ralph Cordova Jr. (County Executive Officer),ralphcordova@co.imperial.ca.us,760-482-4290,"
940 Main Street, Suite 208
El Centro, CA 92243"
City of Elk Grove (etran),http://www.e-tran.org/,"Elk Grove, CA",Ms. Tiffani Fink (Transit System Manager),tfink@elkgrovecity.org,(916)687-3030,"
10250 Iron Rock Way Suite 200
Elk Grove, CA 95624"
City of Fairfield - Fairfield and Suisun Transit (FAST),http://www.ci.fairfield.ca.us/,"Fairfield, CA",Mr. Sean Quinn (City Manager),squinn@ci.fairfield.ca.us,(707)428-7768,"
Fairfield Transportation Center 2000 Cadenasso Drive
Fairfield, CA 94533"
Fresno Area Express (FAX),http://www.fresno.gov/,"Fresno, CA",Mr. Kenneth Hamm (Director of Transportation),Kenneth.Hamm@fresno.gov,(559)621-1440,"
2223 G Street
Fresno, CA 93706"
City of Gardena Transportation Department (GMBL),http://www.ci.gardena.ca.us/,"Gardena, CA",Mr. Mitchell Lansdell (City Manager),mlansdell@ci.gardena.ca.us,(310)217-9503,"
13999 S. Western Ave.
Gardena, CA 90247"
Kings County Area Public Transit Agency (KART),http://www.kartaits.com/,"Hanford, CA",Mr. Ron Hughes (Executive Director),Ron.Hughes@co.kings.ca.us,(559)582-3211 Ext:2696,"
1340 North Drive
Hanford, CA 93230"
Victor Valley Transit Authority (VVTA),http://www.vvta.org/,"Hesperia, CA",Mr. Kevin Kane (CEO),kkane@vvta.org,(760)948-4330,"
11741 East Santa Fe Avenue
Hesperia, CA 92345"
Laguna Beach Municipal Transit (CLB),http://www.lagunabeachcity.net/,"Laguna Beach, CA",Mr. Steve May (Director of Public Works/City Engineer),smay@lagunabeachcity.net,(949)497-0351,"
505 Forest Avenue
Laguna Beach, CA 92651"
Antelope Valley Transit Authority (AVTA),http://www.avta.com/,"Lancaster, CA",Mr. Randy Floyd (Executive Director),rfloyd@avta.com,(661)729-2206,"
42210 6th Street West
Lancaster, CA 93534"
Livermore / Amador Valley Transit Authority (LAVTA),http://www.wheelsbus.com/,"Livermore, CA",Mr Paul Matsuoka (Executive Director),pmatsuoka@lavta.org,(925)455-7564,"
1362 Rutan Court Suite 100
Livermore, CA 94551"
City of Lodi - Transit Division (Grapeline),http://www.lodi.gov/transit,"Lodi, CA",Mr. Blair King (City Manager),bking@lodi.gov,(209)333-6700,"
221 West Pine Street
Lodi, CA 95241"
City of Lompoc - Lompoc Transit (COLT),http://www.cityoflompoc.com/,"Lompoc, CA",Mr. Richard Fernbaugh (Aviation/Transportation Administrator),r_fernbaugh@ci.lompoc.ca.us,(805)875-8268,"
100 Civic Center Plaza
Lompoc, CA 93438"
Long Beach Transit (LBT),http://www.lbtransit.com/,"Long Beach, CA",Mr. Laurence Jackson (President and General Manager),ljackson@lbtransit.com,(562)591-8753,"
1963 East Anaheim Street
Long Beach, CA 90801"
Access Services Incorporated (ASI),http://www.asila.org/,"Los Angeles, CA",Ms. Shelly Verrinder (Executive Director),verrinder@asila.org,(213)270-6000,"
707 Wilshire Boulevard, 9th Floor
Los Angeles, CA 90017"
